Week,Date,Block,Plot,Position,Plant,Chemotype,Plottype,M_fuscoviride_apterous,M_fuscoviride_alate,M_tanacetaria_apterous,M_tanacetaria_alate,U_tanaceti_apterous,U_tanaceti_alate,U_tanaceti_WN,Ant_MF,Antnest,Ant_total,Counted_by,Notes
13,28.07.2021,4,5,5,24_19_A,BThu,0,,,,,14,4,,,,,Tim,
13,28.07.2021,4,6,1,29_153_B,ABThu,1,,,,,,2,,,,,Dominik,
13,28.07.2021,4,6,2,22_19_B,Aacet,1,,,1,,,1,,,,,Dominik,
13,28.07.2021,4,6,3,14_2_B,Myrox,1,,,,,60,5,,,,,Dominik,
13,28.07.2021,4,6,4,6_26_B,Keto,1,,,,,20,,,,,,Dominik,
13,28.07.2021,4,6,5,24_19_B,BThu,1,,,1,,,,,,,,Dominik,
13,28.07.2021,4,7,1,29_153_A,ABThu,0,,,,,,,,,,,Dominik,
13,28.07.2021,4,7,2,9_44_A,ABThu,0,,,,,,,,,,,Dominik,
13,28.07.2021,4,7,3,26_173_A,ABThu,0,,,,,,,,,,1,Dominik,
13,28.07.2021,4,7,4,17_64_A,ABThu,0,,,,,,,,,,,Dominik,
13,28.07.2021,4,7,5,26_172_A,ABThu,0,,,,,,,,,,,Dominik,
13,28.07.2021,4,8,1,18_45_B,Myrox,1,,,,,,,,,,,Tim,
13,28.07.2021,4,8,2,29_23_B,Keto,1,,,,,,,,,,,Tim,
13,28.07.2021,4,8,3,8_23_B,BThu,1,,,,,,,,,,,Tim,
13,28.07.2021,4,8,4,17_64_B,ABThu,1,,,,,,,,,,,Tim,
13,28.07.2021,4,8,5,22_100_B,Aacet,1,,,,,7,,,,,,Tim,
13,28.07.2021,4,9,1,23_37_A,Aacet,0,,,,,,,,,,,Dominik,
13,28.07.2021,4,9,2,22_19_A,Aacet,0,,,,,4,1,,,,1,Dominik,
13,28.07.2021,4,9,3,7_16_A,Aacet,0,,,,,4,,,,U,1,Dominik,
13,28.07.2021,4,9,4,16_43_A,Aacet,0,,,,,,,,,IU,2,Dominik,
13,28.07.2021,4,9,5,22_100_A,Aacet,0,,,,,,,,,IU,1,Dominik,
13,29.07.2021,4,10,1,23_37_B,Aacet,1,,,,,24,2,,,,,Tim,
13,29.07.2021,4,10,2,22_22_B,Myrox,1,,,1,,8,1,,,,,Tim,
13,29.07.2021,4,10,3,30_11_B,Keto,1,,,,,57,1,,,,,Tim,
13,29.07.2021,4,10,4,16_2_B,BThu,1,,,,,,,,,,,Tim,
13,29.07.2021,4,10,5,26_172_B,ABThu,1,,,,,,,,,,,Tim,
13,28.07.2021,5,1,1,26_193_A,ABThu,0,,,,,,,,,,1,Dominik,
13,28.07.2021,5,1,2,29_155_A,ABThu,0,44,,,,,,,2,,,Dominik,
13,28.07.2021,5,1,3,17_71_A,ABThu,0,,,,,,1,,,,,Dominik,
13,28.07.2021,5,1,4,9_32_A,ABThu,0,,,,,,,,,,,Dominik,
13,28.07.2021,5,1,5,29_157_A,ABThu,0,,,,,,,,,,,Dominik,
13,28.07.2021,5,2,1,23_44_B,Aacet,1,,,,,1,,,,,,Dominik,
13,28.07.2021,5,2,2,29_155_B,ABThu,1,,,,,18,1,,,,,Dominik,
13,28.07.2021,5,2,3,7_33_B,Myrox,1,,,,,16,2,,,,,Dominik,
13,28.07.2021,5,2,4,24_25_B,BThu,1,,,,,3,2,,,,,Dominik,
13,28.07.2021,5,2,5,9_66_B,Keto,1,,,4,,,,,,,,Dominik,
13,28.07.2021,5,3,1,23_44_A,Aacet,0,,,,,,,,,,,Dominik,
13,28.07.2021,5,3,2,7_19_A,Aacet,0,,,,,,,,,,,Dominik,
13,28.07.2021,5,3,3,22_28_A,Aacet,0,,,,,2,,,,,,Dominik,
13,28.07.2021,5,3,4,7_21_A,Aacet,0,,,,,58,3,,,,,Dominik,
13,28.07.2021,5,3,5,16_44_A,Aacet,0,,,,,,,,,,,Dominik,
13,29.07.2021,5,4,1,30_35_B,BThu,1,,,,,,,,,,,Tim,
13,29.07.2021,5,4,2,30_51_B,Keto,1,,,1,,,,,,,,Tim,
13,29.07.2021,5,4,3,17_71_B,ABThu,1,,,,,10,2,,,,,Tim,
13,29.07.2021,5,4,4,18_60_B,Myrox,1,,,,,,2,,,,,Tim,
13,29.07.2021,5,4,5,16_44_B,Aacet,1,,,,1,5,2,,,,,Tim,
13,29.07.2021,5,5,1,26_6_A,Keto,0,,,,,4,1,,,,,Tim,
13,29.07.2021,5,5,2,30_51_A,Keto,0,,,,,5,,,,,,Tim,
13,29.07.2021,5,5,3,6_41_A,Keto,0,,,,,,,,,,,Tim,
13,29.07.2021,5,5,4,8_36_A,Keto,0,,,,,26,2,,,,,Tim,
13,29.07.2021,5,5,5,9_66_A,Keto,0,,,,,1,,,,,,Tim,
13,28.07.2021,5,6,1,26_6_B,Keto,1,,,,,,1,,,,,Tim,
13,28.07.2021,5,6,2,7_19_B,Aacet,1,,,,,,,,,,,Tim,
13,28.07.2021,5,6,3,6_16_B,BThu,1,,,,,,,,,,,Tim,
13,28.07.2021,5,6,4,9_32_B,ABThu,1,,,,,21,1,,,,,Tim,
13,28.07.2021,5,6,5,24_26_B,Myrox,1,,,,,,,,,,,Tim,
13,28.07.2021,5,7,1,30_35_A,BThu,0,,,,,,,,,,,Dominik,
13,28.07.2021,5,7,2,23_6_A,BThu,0,,,,,,,,,,,Dominik,
13,28.07.2021,5,7,3,6_16_A,BThu,0,,,,,,,,,,,Dominik,
13,28.07.2021,5,7,4,24_25_A,BThu,0,,,4,,,,,,,,Dominik,
13,28.07.2021,5,7,5,16_13_A,BThu,0,,,,,,,,,,,Dominik,
13,28.07.2021,5,8,1,26_193_B,ABThu,1,,,,,23,2,,,,,Tim,
13,28.07.2021,5,8,2,24_11_B,Myrox,1,,,,,5,2,,,,,Tim,
13,28.07.2021,5,8,3,22_28_B,Aacet,1,,,,,2,,,,,,Tim,
13,28.07.2021,5,8,4,8_36_B,Keto,1,,,11,,5,,,,,,Tim,
13,28.07.2021,5,8,5,16_13_B,BThu,1,,,,,5,,,,,,Tim,
13,28.07.2021,5,9,1,18_3_A,Myrox,0,,,,,,,,,,,Dominik,
13,28.07.2021,5,9,2,24_11_A,Myrox,0,,,,,1,,,,,,Dominik,
13,28.07.2021,5,9,3,7_33_A,Myrox,0,,,,,,,,,,,Dominik,
13,28.07.2021,5,9,4,18_60_A,Myrox,0,,,1,,,,,,,,Dominik,
13,28.07.2021,5,9,5,24_26_A,Myrox,0,,,,,,,,,IU,,Dominik,
13,29.07.2021,5,10,1,18_3_B,Myrox,1,,,1,,24,,,,,,Tim,
13,29.07.2021,5,10,2,23_6_B,BThu,1,,,,,,,,,,,Tim,
13,29.07.2021,5,10,3,6_41_B,Keto,1,,,,,,,,,,,Tim,
13,29.07.2021,5,10,4,7_21_B,Aacet,1,,,2,,,,,,,,Tim,
13,29.07.2021,5,10,5,29_157_B,ABThu,1,,,,,,,,,,,Tim,
13,28.07.2021,6,1,1,9_35_B,ABThu,1,,,,,,,,,,,Dominik,
13,28.07.2021,6,1,2,24_27_B,Myrox,1,,,,,,,,,,,Dominik,
13,28.07.2021,6,1,3,8_40_B,Keto,1,,,,,,,,,,,Dominik,
13,28.07.2021,6,1,4,6_13_B,BThu,1,,,,,,,,,,,Dominik,
13,28.07.2021,6,1,5,23_46_B,Aacet,1,,,,,,,,,,,Dominik,
13,28.07.2021,6,2,1,23_46_A,Aacet,0,,,,,8,1,,,,,Dominik,
13,28.07.2021,6,2,2,7_22_A,Aacet,0,,,,,,,,,,,Dominik,
13,28.07.2021,6,2,3,16_50_A,Aacet,0,,,,,,,,,,,Dominik,
13,28.07.2021,6,2,4,7_38_A,Aacet,0,,,,,3,1,,,,,Dominik,
13,28.07.2021,6,2,5,22_29_A,Aacet,0,,,,,,,,,,,Dominik,
13,28.07.2021,6,3,1,7_22_B,Aacet,1,,,,,,,,,,,Tim,
13,28.07.2021,6,3,2,17_68_B,ABThu,1,,,,,,,,,,,Tim,
13,28.07.2021,6,3,3,23_27_B,BThu,1,,,,,,,,,,,Tim,
13,28.07.2021,6,3,4,24_7_B,Myrox,1,,,,,,,,,,,Tim,
13,28.07.2021,6,3,5,29_44_B,Keto,1,,,,,,,,,,,Tim,
13,29.07.2021,6,4,1,7_152_A,Myrox,0,,,,,,,,,,,Tim,
13,29.07.2021,6,4,2,24_27_A,Myrox,0,,,,,,,,,,,Tim,
13,29.07.2021,6,4,3,18_81_A,Myrox,0,,,,,,,,,,,Tim,
13,29.07.2021,6,4,4,24_7_A,Myrox,0,,,,,,,,,,,Tim,
13,29.07.2021,6,4,5,14_15_A,Myrox,0,,,,,7,,,,,,Tim,
13,28.07.2021,6,5,1,7_152_B,Myrox,1,,,,,,,,,,,Tim,
13,28.07.2021,6,5,2,16_50_B,Aacet,1,,,,,,,,,,,Tim,
13,28.07.2021,6,5,3,29_160_B,ABThu,1,,,,,,,,,,,Tim,
13,28.07.2021,6,5,4,9_77_B,Keto,1,,,,,,,,,,,Tim,
13,28.07.2021,6,5,5,8_50_B,BThu,1,,,,,,,,,,,Tim,
13,28.07.2021,6,6,1,6_40_A,Keto,0,,,,,,,,,,,Dominik,
13,28.07.2021,6,6,2,26_4_A,Keto,0,,,,,,,,,,,Dominik,
13,28.07.2021,6,6,3,8_40_A,Keto,0,,,,,,,,,,,Dominik,
13,28.07.2021,6,6,4,9_77_A,Keto,0,,,,,,,,,,,Dominik,
13,28.07.2021,6,6,5,29_44_A,Keto,0,,,,,18,1,,,,,Dominik,
13,28.07.2021,6,7,1,6_40_B,Keto,1,,,,,,,,,,,Tim,
13,28.07.2021,6,7,2,24_49_B,BThu,1,,,,,,,,,,,Tim,
13,28.07.2021,6,7,3,7_38_B,Aacet,1,,,,,,,,,,,Tim,
13,28.07.2021,6,7,4,16_167_B,ABThu,1,,,,,6,1,,,,,Tim,
13,28.07.2021,6,7,5,14_15_B,Myrox,1,,,9,,7,1,,,,,Tim,
13,28.07.2021,6,8,1,16_22_A,BThu,0,,,,,,,,,,,Dominik,
13,28.07.2021,6,8,2,24_49_A,BThu,0,,,,,,,,,,,Dominik,
13,28.07.2021,6,8,3,23_27_A,BThu,0,,,6,,,,,,,1,Dominik,
13,28.07.2021,6,8,4,6_13_A,BThu,0,,,,,,,,,,,Dominik,
13,28.07.2021,6,8,5,8_50_A,BThu,0,,,,,,,,,,,Dominik,
13,28.07.2021,6,9,1,16_22_B,BThu,1,,,,,,,,,,1,Dominik,
13,28.07.2021,6,9,2,26_4_B,Keto,1,,,,,5,,,,,,Dominik,
13,28.07.2021,6,9,3,18_81_B,Myrox,1,,,,,,,,,,,Dominik,
13,28.07.2021,6,9,4,22_29_B,Aacet,1,,,,,,,,,,,Dominik,
13,28.07.2021,6,9,5,17_156_B,ABThu,1,,,,,,,,,,,Dominik,
13,29.07.2021,6,10,1,9_35_A,ABThu,0,,,,,,,,,,,Tim,
13,29.07.2021,6,10,2,17_68_A,ABThu,0,,,,,,,,,,,Tim,
13,29.07.2021,6,10,3,29_160_A,ABThu,0,,,,,,,,,,,Tim,
13,29.07.2021,6,10,4,16_167_A,ABThu,0,,,,,,,,,,,Tim,
13,29.07.2021,6,10,5,17_156_A,ABThu,0,,,,,,,,,U,,Tim,
14,05.08.2021,1,1,1,14_10_A,Myrox,0,,,,,,,,,,,Tobias,
14,05.08.2021,1,1,2,18_22_A,Myrox,0,,,,,,,,,,,Tobias,
14,05.08.2021,1,1,3,22_16_A,Myrox,0,,,1,,,,,,,,Tobias,
14,05.08.2021,1,1,4,7_156_A,Myrox,0,,,,,,,,,,,Tobias,
14,05.08.2021,1,1,5,26_5_A,Myrox,0,,,,,,,,,,,Tobias,
14,06.08.2021,1,2,1,16_15_B,Aacet,1,,,,,,,,,,,Vanessa,
14,06.08.2021,1,2,2,18_22_B,Myrox,1,,,,,,,,,,,Vanessa,
14,06.08.2021,1,2,3,29_39_B,Keto,1,,,,,,,,,,,Vanessa,
14,06.08.2021,1,2,4,8_32_B,BThu,1,,,,,,,,,,,Vanessa,
14,06.08.2021,1,2,5,9_14_B,ABThu,1,,,,,,,,,,,Vanessa,
14,06.08.2021,1,3,1,14_5_A,BThu,0,,,,,,,,,,,Vanessa,
14,06.08.2021,1,3,2,17_24_A,BThu,0,,,,,,,,,,,Vanessa,
14,06.08.2021,1,3,3,23_28_A,BThu,0,,,,,,,,,,,Vanessa,
14,06.08.2021,1,3,4,8_32_A,BThu,0,,,,,,,,,,,Vanessa,
14,06.08.2021,1,3,5,30_15_A,BThu,0,,,,,,,,,,,Vanessa,
14,06.08.2021,1,4,1,18_5_B,Keto,1,,,,,,,,,,,Vanessa,
14,06.08.2021,1,4,2,17_24_B,BThu,1,,,,,,,,,,,Vanessa,
14,06.08.2021,1,4,3,26_43_B,ABThu,1,,,,,,,,,,,Vanessa,
14,06.08.2021,1,4,4,16_62_B,Aacet,1,,,,,,,,,,,Vanessa,
14,06.08.2021,1,4,5,26_5_B,Myrox,1,,,,,,,,,,,Vanessa,
14,06.08.2021,1,5,1,16_15_A,Aacet,0,,,,,52,,,,,,Tobias,
14,06.08.2021,1,5,2,22_3_A,Aacet,0,,,,,,,,,,,Tobias,
14,06.08.2021,1,5,3,23_19_A,Aacet,0,,,,,,,,,,,Tobias,
14,06.08.2021,1,5,4,16_62_A,Aacet,0,,,,,,,,,,,Tobias,
14,06.08.2021,1,5,5,7_1_A,Aacet,0,,,,,,,,,,,Tobias,
14,05.08.2021,1,6,1,14_10_B,Myrox,1,,,,,,,,,,,Tobias,
14,05.08.2021,1,6,2,22_3_B,Aacet,1,,,,,,,,,,,Tobias,
14,05.08.2021,1,6,3,23_28_B,BThu,1,,,,,,,,,,,Tobias,
14,05.08.2021,1,6,4,29_7_B,ABThu,1,,,,,,,,,,,Tobias,
14,05.08.2021,1,6,5,6_33_B,Keto,1,,,,,,,,,,,Tobias,
14,06.08.2021,1,7,1,18_5_A,Keto,0,,,,,,,,,,,Vanessa,
14,06.08.2021,1,7,2,26_13_A,Keto,0,,,,,,,,,,,Vanessa,
14,06.08.2021,1,7,3,29_39_A,Keto,0,,,,,,,,,,,Vanessa,
14,06.08.2021,1,7,4,30_16_A,Keto,0,,,,,,,,,,,Vanessa,
14,06.08.2021,1,7,5,6_33_A,Keto,0,,,,,,,,,,,Vanessa,
14,05.08.2021,1,8,1,14_5_B,BThu,1,,,,,,,,,,,Tobias,
14,05.08.2021,1,8,2,17_33_B,ABThu,1,,,,,,,,,,,Tobias,
14,05.08.2021,1,8,3,22_16_B,Myrox,1,,,,,,,,,,,Tobias,
14,05.08.2021,1,8,4,30_16_B,Keto,1,,,,,,,,,,,Tobias,
14,05.08.2021,1,8,5,7_1_B,Aacet,1,,,,,12,1,,,,,Tobias,
14,06.08.2021,1,9,1,9_41_A,ABThu,0,,,,,,,,,,,Vanessa,
14,06.08.2021,1,9,2,17_33_A,ABThu,0,,,,,,,,,,,Vanessa,
14,06.08.2021,1,9,3,26_43_A,ABThu,0,,,,,,,,,,,Vanessa,
14,06.08.2021,1,9,4,29_7_A,ABThu,0,,,,,,,,,,,Vanessa,
14,06.08.2021,1,9,5,9_14_A,ABThu,0,,,,,,,,,,,Vanessa,
14,05.08.2021,1,10,1,9_41_B,ABThu,1,,,,,,,,,,,Tobias,
14,05.08.2021,1,10,2,26_13_B,Keto,1,,,,,,,,,,,Tobias,
14,05.08.2021,1,10,3,23_19_B,Aacet,1,,,,,,,,,,,Tobias,
14,05.08.2021,1,10,4,7_156_B,Myrox,1,,,,,,,,,,,Tobias,
14,05.08.2021,1,10,5,30_15_B,BThu,1,,,,,,,,,,,Tobias,
14,05.08.2021,2,1,1,23_38_A,BThu,0,,,,,,,,,,,Tobias,
14,05.08.2021,2,1,2,8_39_A,BThu,0,,,,,,,,,,,Tobias,
14,05.08.2021,2,1,3,30_20_A,BThu,0,,,,,,,,,,,Tobias,
14,05.08.2021,2,1,4,14_7_A,BThu,0,,,1,,,,,,,,Tobias,
14,05.08.2021,2,1,5,17_43_A,BThu,0,,,3,,,,,,,,Tobias,
14,06.08.2021,2,2,1,23_38_B,BThu,1,,,6,,,,,,,,Vanessa,
14,06.08.2021,2,2,2,26_26_B,Keto,1,,,,,,,,,,,Vanessa,
14,06.08.2021,2,2,3,24_23_B,Myrox,1,,,2,,,,,,,,Vanessa,
14,06.08.2021,2,2,4,7_11_B,Aacet,1,,,,,,,,,,,Vanessa,
14,06.08.2021,2,2,5,16_162_B,ABThu,1,,,,,,,,,,,Vanessa,
14,05.08.2021,2,3,1,9_27_A,ABThu,0,,,,,,,,,,,Tobias,
14,05.08.2021,2,3,2,29_43_A,ABThu,0,,,,,,,,,,,Tobias,
14,05.08.2021,2,3,3,26_44_A,ABThu,0,,,,,,,,,A,20,Tobias,
14,05.08.2021,2,3,4,17_40_A,ABThu,0,,,,,,,,,,,Tobias,
14,05.08.2021,2,3,5,16_162_A,ABThu,0,,,,,,,,,,,Tobias,
14,06.08.2021,2,4,1,8_42_B,Keto,1,,,,,,,,,,,Tobias,
14,06.08.2021,2,4,2,29_43_B,ABThu,1,,,1,,,,,,,,Tobias,
14,06.08.2021,2,4,3,23_35_B,Aacet,1,,,,,,,,,,,Tobias,
14,06.08.2021,2,4,4,14_7_B,BThu,1,,,,,5,1,,,,,Tobias,
14,06.08.2021,2,4,5,18_24_B,Myrox,1,,,,,,,,,,,Tobias,
14,05.08.2021,2,5,1,22_20_A,Myrox,0,,,,,35,3,,,,,Tobias,
14,05.08.2021,2,5,2,14_14_A,Myrox,0,,,,,14,,,,,,Tobias,
14,05.08.2021,2,5,3,24_23_A,Myrox,0,,,,,,,,,,,Tobias,
14,05.08.2021,2,5,4,26_152_A,Myrox,0,,,,,7,1,,,,,Tobias,
14,05.08.2021,2,5,5,18_24_A,Myrox,0,,,,,,,,,,,Tobias,
14,06.08.2021,2,6,1,9_27_B,ABThu,1,,,,,,,,,,,Tobias,
14,06.08.2021,2,6,2,8_39_B,BThu,1,,,,,,,,,,,Tobias,
14,06.08.2021,2,6,3,18_6_B,Keto,1,,,1,,,,,,,,Tobias,
14,06.08.2021,2,6,4,26_152_B,Myrox,1,,,,,,,,,,,Tobias,
14,06.08.2021,2,6,5,16_63_B,Aacet,1,,,3,,,,,,,,Tobias,
14,05.08.2021,2,7,1,22_106_A,Aacet,0,,,,,,,,,,,Tobias,
14,05.08.2021,2,7,2,16_21_A,Aacet,0,,,,,,,,,,,Tobias,
14,05.08.2021,2,7,3,23_35_A,Aacet,0,,,,,,,,,,,Tobias,
14,05.08.2021,2,7,4,7_11_A,Aacet,0,,,,,,,,,,,Tobias,
14,05.08.2021,2,7,5,16_63_A,Aacet,0,,,3,,,,,,,,Tobias,
14,05.08.2021,2,8,1,22_106_B,Aacet,1,,,,,,,,,,,Tobias,
14,05.08.2021,2,8,2,14_14_B,Myrox,1,,,,,5,,,,,,Tobias,
14,05.08.2021,2,8,3,30_20_B,BThu,1,,,2,,,,,,,,Tobias,
14,05.08.2021,2,8,4,17_40_B,ABThu,1,,,,,7,1,,,,,Tobias,
14,05.08.2021,2,8,5,6_49_B,Keto,1,,,,,,,,,,,Tobias,
14,06.08.2021,2,9,1,8_42_A,Keto,0,,,,,,,,,,,Tobias,
14,06.08.2021,2,9,2,26_26_A,Keto,0,,,,,,,,,,,Tobias,
14,06.08.2021,2,9,3,18_6_A,Keto,0,,,,,,,,,,,Tobias,
14,06.08.2021,2,9,4,30_33_A,Keto,0,,,,,,,,,,,Tobias,
14,06.08.2021,2,9,5,6_49_A,Keto,0,,,,,,,,,,,Tobias,
14,06.08.2021,2,10,1,22_20_B,Myrox,1,,,,,22,2,,,,,Tobias,
14,06.08.2021,2,10,2,16_21_B,Aacet,1,,,,,,,,,,,Tobias,
14,06.08.2021,2,10,3,26_44_B,ABThu,1,,,,,,,,,,,Tobias,
14,06.08.2021,2,10,4,30_33_B,Keto,1,,,,,,,,,,,Tobias,
14,06.08.2021,2,10,5,17_43_B,BThu,1,,,,,18,2,,,,,Tobias,
14,06.08.2021,3,1,1,22_12_A,Aacet,0,,,,,,,,,,,Tobias,
14,06.08.2021,3,1,2,23_42_A,Aacet,0,,,,,,,,,,,Tobias,
14,06.08.2021,3,1,3,16_40_A,Aacet,0,,,,,,,,,,,Tobias,
14,06.08.2021,3,1,4,7_12_A,Aacet,0,,,,,,,,,,,Tobias,
14,06.08.2021,3,1,5,22_24_A,Aacet,0,,,,,,,,,,,Tobias,
14,06.08.2021,3,2,1,29_9_B,Keto,1,,,,,,,,,,,Tobias,
14,06.08.2021,3,2,2,17_56_B,BThu,1,,,,,,,,,,,Tobias,
14,06.08.2021,3,2,3,26_153_B,Myrox,1,,,,,,,,,,,Tobias,
14,06.08.2021,3,2,4,9_28_B,ABThu,1,,,,,,,,,,,Tobias,
14,06.08.2021,3,2,5,22_24_B,Aacet,1,,,,,,,,,,,Tobias,
14,05.08.2021,3,3,1,29_9_A,Keto,0,,,,,,,,,,,Tobias,
14,05.08.2021,3,3,2,6_39_A,Keto,0,,,,,,,,,,,Tobias,
14,05.08.2021,3,3,3,8_37_A,Keto,0,,,,,,,,,,,Tobias,
14,05.08.2021,3,3,4,9_76_A,Keto,0,,,,,,,,,,,Tobias,
14,05.08.2021,3,3,5,18_47_A,Keto,0,,,,,,,,,,,Tobias,
14,05.08.2021,3,4,1,22_12_B,Aacet,1,,,,,,,,,A,0,Tobias,
14,05.08.2021,3,4,2,26_45_B,ABThu,1,,,,,,,,,,,Tobias,
14,05.08.2021,3,4,3,8_37_B,Keto,1,,,,,,,,,,,Tobias,
14,05.08.2021,3,4,4,14_32_B,Myrox,1,,,,,,,,,,,Tobias,
14,05.08.2021,3,4,5,23_40_B,BThu,1,,,,,,,,,I,50,Tobias,
14,06.08.2021,3,5,1,17_57_A,ABThu,0,,,,,,,,,,,Vanessa,
14,06.08.2021,3,5,2,26_45_A,ABThu,0,,,,,,,,,,,Vanessa,
14,06.08.2021,3,5,3,16_175_A,ABThu,0,,,,,,,,,,,Vanessa,
14,06.08.2021,3,5,4,9_28_A,ABThu,0,,,,,,,,,,,Vanessa,
14,06.08.2021,3,5,5,29_165_A,ABThu,0,,,,,,,,,,,Vanessa,
14,05.08.2021,3,6,1,26_165_B,Myrox,1,,,3,,,,,,,,Tobias,
14,05.08.2021,3,6,2,6_39_B,Keto,1,,,5,,,,,,,,Tobias,
14,05.08.2021,3,6,3,16_40_B,Aacet,1,,,,,,,,,,,Tobias,
14,05.08.2021,3,6,4,30_34_B,BThu,1,,,,,,,,,,,Tobias,
14,05.08.2021,3,6,5,29_165_B,ABThu,1,,,,,,,,,,,Tobias,
14,05.08.2021,3,7,1,26_165_A,Myrox,0,,,,,,,,,,,Tobias,
14,05.08.2021,3,7,2,18_46_A,Myrox,0,,,,,,,,,,,Tobias,
14,05.08.2021,3,7,3,26_153_A,Myrox,0,,,,,,,,,,,Tobias,
14,05.08.2021,3,7,4,14_32_A,Myrox,0,,,,,,,,,,,Tobias,
14,05.08.2021,3,7,5,22_68_A,Myrox,0,,,,,,,,,,,Tobias,
14,06.08.2021,3,8,1,17_57_B,ABThu,1,,,,,,,,,,,Tobias,
14,06.08.2021,3,8,2,18_46_B,Myrox,1,,,,,,,,,,,Tobias,
14,06.08.2021,3,8,3,14_45_B,BThu,1,,,,,28,3,,,,,Tobias,
14,06.08.2021,3,8,4,7_12_B,Aacet,1,,,14,,,,,,,,Tobias,
14,06.08.2021,3,8,5,18_47_B,Keto,1,,,,,,,,,,,Tobias,
14,06.08.2021,3,9,1,6_10_A,BThu,0,,,,,,,,,,,Tobias,
14,06.08.2021,3,9,2,17_56_A,BThu,0,,,,,10,,,,,,Tobias,
14,06.08.2021,3,9,3,14_45_A,BThu,0,,,,,,,,,,,Tobias,
14,06.08.2021,3,9,4,30_34_A,BThu,0,,,,,,,,,,,Tobias,
14,06.08.2021,3,9,5,23_40_A,BThu,0,,,,,,,,,,,Tobias,
14,05.08.2021,3,10,1,6_10_B,BThu,1,,,2,,,,,,,,Tobias,
14,05.08.2021,3,10,2,23_42_B,Aacet,1,,,,,,,,,,,Tobias,
14,05.08.2021,3,10,3,16_175_B,ABThu,1,,,1,,7,1,,,,,Tobias,
14,05.08.2021,3,10,4,9_76_B,Keto,1,,,,,,,,,,,Tobias,
14,05.08.2021,3,10,5,22_68_B,Myrox,1,,,19,,,,,,,,Tobias,
14,05.08.2021,4,1,1,8_17_A,Keto,0,,,,,,,,,,,Tobias,
14,05.08.2021,4,1,2,29_23_A,Keto,0,,,,,,,,,,,Tobias,
14,05.08.2021,4,1,3,30_11_A,Keto,0,,,,,,,,,,,Tobias,
14,05.08.2021,4,1,4,6_26_A,Keto,0,,,,,,,,,,,Tobias,
14,05.08.2021,4,1,5,9_64_A,Keto,0,,,,,,,,,,,Tobias,
14,06.08.2021,4,2,1,8_17_B,Keto,1,,,,,,,,,,,Tobias,
14,06.08.2021,4,2,2,30_21_B,BThu,1,,,,,,,,,,,Tobias,
14,06.08.2021,4,2,3,26_173_B,ABThu,1,,,,,,,,,,,Tobias,
14,06.08.2021,4,2,4,24_22_B,Myrox,1,,,,,3,1,,,,,Tobias,
14,06.08.2021,4,2,5,7_16_B,Aacet,1,,,,,3,2,,,,,Tobias,
14,06.08.2021,4,3,1,18_45_A,Myrox,0,,,5,,,,,,,,Tobias,
14,06.08.2021,4,3,2,22_22_A,Myrox,0,,,,,,,,,,,Tobias,
14,06.08.2021,4,3,3,14_2_A,Myrox,0,,,,,,,,,,,Tobias,
14,06.08.2021,4,3,4,24_22_A,Myrox,0,,,,,,,,,,,Tobias,
14,06.08.2021,4,3,5,7_52_A,Myrox,0,,,2,,,,,,,,Tobias,
14,05.08.2021,4,4,1,17_66_B,BThu,1,,,,,,,,,,,Tobias,
14,05.08.2021,4,4,2,9_44_B,ABThu,1,,,,,,,,,,,Tobias,
14,05.08.2021,4,4,3,7_52_B,Myrox,1,,,,,,,,,,,Tobias,
14,05.08.2021,4,4,4,16_43_B,Aacet,1,,,,,,,,,,,Tobias,
14,05.08.2021,4,4,5,9_64_B,Keto,1,,,,,,,,,,,Tobias,
14,06.08.2021,4,5,1,17_66_A,BThu,0,,,2,,,,,,,,Vanessa,
14,06.08.2021,4,5,2,30_21_A,BThu,0,,,1,,,,,,,,Vanessa,
14,06.08.2021,4,5,3,8_23_A,BThu,0,,,,,,,,,,,Vanessa,
14,06.08.2021,4,5,4,16_2_A,BThu,0,,,,,,,,,,,Vanessa,
14,06.08.2021,4,5,5,24_19_A,BThu,0,,,,,,,,,,,Vanessa,
14,05.08.2021,4,6,1,29_153_B,ABThu,1,,,8,,,,,,,,Tobias,
14,05.08.2021,4,6,2,22_19_B,Aacet,1,,,,,,,,,,,Tobias,
14,05.08.2021,4,6,3,14_2_B,Myrox,1,,,,,5,1,,,,,Tobias,
14,05.08.2021,4,6,4,6_26_B,Keto,1,,,,,10,2,,,,,Tobias,
14,05.08.2021,4,6,5,24_19_B,BThu,1,,,,,,,,,,,Tobias,
14,05.08.2021,4,7,1,29_153_A,ABThu,0,,,,,,,,,,,Tobias,
14,05.08.2021,4,7,2,9_44_A,ABThu,0,,,,,,,,,,,Tobias,
14,05.08.2021,4,7,3,26_173_A,ABThu,0,,,,,,,,,,,Tobias,
14,05.08.2021,4,7,4,17_64_A,ABThu,0,,,,,,,,,,,Tobias,
14,05.08.2021,4,7,5,26_172_A,ABThu,0,,,,,,,,,,,Tobias,
14,06.08.2021,4,8,1,18_45_B,Myrox,1,,,,,,,,,,,Vanessa,
14,06.08.2021,4,8,2,29_23_B,Keto,1,,,,,,,,,,,Vanessa,
14,06.08.2021,4,8,3,8_23_B,BThu,1,,,,,,,,,,,Vanessa,
